rainfall_mm,aqi,traffic_disruption,temperature_c,flood_history_score,visibility_km,humidity_pct,wind_speed_kmh,month,risk_level
25.6,74,0.213,23.4,3,6.2,95.6,20.5,5,LOW
11.7,32,0.264,28.8,0,0.5,46.1,12.1,1,LOW
18.6,105,0.304,36.3,1,0.8,92.8,0.1,3,LOW
5.7,46,0.567,32.3,2,1.9,53.4,19.7,10,LOW
9.6,153,0.468,28.2,1,5.4,82.6,22.7,5,LOW
25.9,500,0.057,17.7,0,4.6,97.8,0.4,12,MEDIUM
9.2,48,0.282,38.7,1,5.6,93.9,1.3,9,LOW
6.6,117,0.127,29.2,2,8.1,62.5,6.0,11,MEDIUM
10.2,30,0.5,32.9,1,8.3,54.1,5.1,10,LOW
26.4,129,0.438,24.7,0,9.8,72.9,3.5,12,LOW
6.1,44,0.163,28.7,0,5.8,79.4,2.2,10,LOW
2.9,55,0.313,27.4,0,3.8,67.8,8.0,5,LOW
18.7,37,0.541,21.3,0,3.4,89.4,14.8,12,LOW
26.2,162,0.418,24.7,1,3.7,34.1,27.7,10,LOW
1.6,202,0.246,31.9,0,3.6,72.0,3.6,1,LOW
4.1,92,0.222,34.4,2,4.2,66.8,12.1,9,MEDIUM
2.3,45,0.303,26.5,1,1.2,32.8,15.5,3,LOW
6.4,321,0.586,22.4,1,6.5,30.9,6.5,8,MEDIUM
9.0,49,0.182,29.1,1,5.9,72.4,25.4,1,LOW
20.7,30,0.425,38.2,0,4.9,38.3,0.2,9,LOW
15.8,130,0.085,24.5,2,1.3,83.8,23.1,3,LOW
14.6,37,0.362,32.1,0,1.4,96.4,22.3,7,LOW
6.5,199,0.067,26.7,1,5.7,42.4,1.5,12,LOW
27.6,66,0.372,41.0,1,0.8,85.9,5.8,7,LOW
9.6,146,0.425,27.9,0,7.4,71.4,7.3,6,LOW
58.0,276,0.171,37.3,0,9.9,61.4,5.1,2,LOW
15.1,34,0.519,40.1,0,6.2,75.5,22.6,12,LOW
2.0,57,0.436,44.3,2,7.4,86.2,12.5,10,LOW
16.9,85,0.255,21.2,0,4.7,97.9,1.3,1,LOW
5.9,308,0.426,20.8,2,6.8,76.2,26.1,3,MEDIUM
17.4,53,0.029,41.3,1,6.7,82.3,0.5,7,LOW
1.1,56,0.567,40.0,0,8.3,72.5,9.1,8,LOW
2.9,132,0.074,27.1,2,7.3,69.6,7.4,12,MEDIUM
29.0,57,0.143,15.0,3,7.6,34.5,0.8,10,MEDIUM
3.9,102,0.023,32.6,0,5.8,40.9,11.9,5,LOW
27.2,30,0.313,19.9,0,5.1,56.5,32.9,10,LOW
4.9,500,0.087,25.4,2,4.9,75.5,6.1,3,MEDIUM
15.4,31,0.384,33.4,3,4.2,35.3,7.2,12,LOW
17.8,70,0.285,34.5,2,3.0,68.1,4.8,3,LOW
10.8,88,0.069,44.7,0,0.8,30.9,20.8,12,LOW
5.5,416,0.291,29.0,1,6.9,83.6,26.3,3,MEDIUM
3.6,31,0.18,24.2,1,9.1,76.7,5.1,4,LOW
0.5,440,0.398,39.3,1,9.3,66.4,22.2,7,MEDIUM
5.4,165,0.117,35.0,1,6.0,70.0,2.3,7,LOW
15.9,126,0.215,29.1,0,1.4,95.3,6.1,9,LOW
41.8,41,0.196,32.3,1,8.8,93.5,2.9,12,LOW
30.7,142,0.324,29.0,2,7.6,85.5,2.5,1,MEDIUM
21.8,50,0.173,37.5,1,2.9,53.5,19.4,5,LOW
23.3,248,0.519,45.5,1,8.1,37.5,12.5,7,MEDIUM
16.4,41,0.419,26.2,0,5.0,52.5,0.7,4,LOW
4.5,82,0.336,35.4,1,8.9,82.6,14.2,10,LOW
35.7,58,0.58,19.8,0,2.9,72.8,8.5,4,LOW
16.7,41,0.043,23.4,0,8.1,79.4,15.5,4,LOW
12.3,163,0.406,36.5,2,7.3,37.4,9.0,5,MEDIUM
1.8,138,0.448,31.4,1,0.6,41.1,4.7,2,LOW
8.9,237,0.186,23.1,1,5.9,76.5,6.8,1,LOW
9.3,30,0.321,32.1,3,7.3,56.0,1.5,6,MEDIUM
30.0,211,0.344,39.0,0,2.0,55.8,3.7,12,LOW
11.9,500,0.097,20.4,0,5.6,57.5,0.2,12,MEDIUM
7.2,63,0.399,46.0,1,3.4,85.7,5.2,2,MEDIUM
56.5,410,0.47,36.6,1,7.1,78.9,1.0,7,MEDIUM
1.8,73,0.235,36.7,1,5.6,37.4,10.8,10,LOW
8.2,30,0.11,32.0,2,6.4,54.1,24.4,8,LOW
0.6,70,0.092,46.0,0,1.2,77.2,13.5,10,MEDIUM
20.2,208,0.173,39.7,1,1.8,98.3,2.3,3,LOW
37.5,46,0.51,29.1,1,5.7,93.9,7.1,9,LOW
4.9,56,0.337,38.1,0,2.2,47.4,12.4,7,LOW
29.3,145,0.302,26.1,2,5.2,34.6,16.4,5,LOW
5.2,90,0.364,29.8,0,7.1,70.1,3.3,4,LOW
36.2,144,0.456,43.7,1,8.2,58.4,6.5,7,LOW
21.0,109,0.328,35.1,0,1.9,42.8,1.1,6,LOW
24.5,132,0.763,37.3,0,7.5,75.6,13.0,6,LOW
0.3,64,0.289,41.4,0,4.0,41.2,5.7,2,LOW
49.4,108,0.504,36.4,1,6.9,54.6,0.4,4,LOW
19.5,43,0.57,25.5,2,1.9,85.6,7.5,8,MEDIUM
5.5,252,0.355,45.3,1,5.4,77.9,15.7,12,MEDIUM
26.5,54,0.224,36.1,3,8.5,72.5,0.5,7,LOW
5.0,222,0.187,36.7,2,1.5,95.2,5.2,3,MEDIUM
30.9,75,0.248,32.4,0,8.4,38.8,6.6,4,LOW
1.8,106,0.264,40.9,0,4.8,78.4,77.1,3,LOW
18.2,61,0.429,47.3,0,8.3,38.2,2.5,10,MEDIUM
11.7,40,0.187,29.0,0,9.6,39.5,17.1,9,LOW
1.5,30,0.166,40.5,1,2.0,65.4,1.6,7,LOW
4.2,39,0.088,32.3,0,6.9,31.7,33.2,8,LOW
0.2,69,0.54,16.0,1,2.7,65.1,3.7,5,LOW
9.5,107,0.297,20.8,1,1.8,30.7,1.6,12,LOW
5.4,202,0.056,35.4,1,6.5,72.2,4.8,12,LOW
13.7,63,0.247,40.1,1,1.5,51.8,0.2,5,LOW
5.3,44,0.164,36.9,2,4.9,35.8,1.2,1,MEDIUM
5.3,30,0.382,38.2,1,6.5,84.7,6.9,9,LOW
20.4,132,0.001,50.0,3,5.2,57.3,28.2,9,MEDIUM
0.7,272,0.189,36.2,2,7.1,61.1,5.9,12,LOW
35.0,248,0.108,29.9,1,8.1,56.2,10.8,4,LOW
28.7,159,0.225,31.0,0,8.8,35.9,12.3,1,LOW
16.5,150,0.36,45.1,0,5.8,62.2,0.4,3,MEDIUM
13.5,350,0.403,21.8,0,3.1,76.6,3.9,5,MEDIUM
33.4,117,0.348,41.9,0,5.3,93.2,58.2,6,LOW
3.1,151,0.144,32.1,0,4.2,83.5,0.1,11,LOW
1.2,70,0.119,25.3,2,2.6,35.6,6.4,9,LOW
4.1,30,0.125,20.4,0,5.5,41.6,18.2,8,LOW
23.7,52,0.203,43.8,0,0.7,33.1,3.4,12,LOW
0.5,89,0.044,25.1,0,6.3,38.4,56.9,8,LOW
13.1,95,0.075,32.5,1,8.3,63.6,6.7,1,LOW
80.8,420,0.022,24.2,1,10.0,45.4,24.5,10,HIGH
29.0,96,0.071,47.7,2,9.3,75.4,7.5,7,MEDIUM
11.1,231,0.136,32.8,1,1.4,32.3,5.1,7,LOW
1.0,64,0.153,21.2,0,2.0,90.0,12.4,4,LOW
26.7,70,0.05,28.6,0,1.8,77.4,31.8,11,LOW
13.7,31,0.303,43.1,0,5.8,97.8,4.7,8,LOW
1.8,50,0.4,24.2,0,0.9,96.7,20.0,7,LOW
1.5,137,0.527,29.1,2,9.4,78.5,10.8,12,LOW
36.1,91,0.439,41.5,0,1.1,41.1,4.8,1,LOW
16.6,191,0.173,34.7,0,4.2,45.5,0.6,11,LOW
26.5,104,0.423,22.2,1,9.0,49.4,3.7,10,LOW
31.7,68,0.303,33.8,0,9.5,59.9,17.8,5,LOW
12.7,500,0.337,30.8,3,4.9,70.0,1.0,10,MEDIUM
10.9,84,0.161,32.4,2,5.1,77.8,8.5,7,MEDIUM
8.4,228,0.101,39.6,2,6.5,35.3,7.2,7,LOW
5.7,65,0.211,33.9,0,4.4,72.7,10.8,4,LOW
8.6,159,0.083,31.3,0,3.6,34.1,28.0,1,LOW
22.3,189,0.347,30.9,0,7.5,87.9,13.9,9,LOW
13.8,106,0.227,40.6,0,6.2,32.8,7.1,5,LOW
33.5,30,0.253,26.2,0,5.1,57.3,17.7,8,LOW
8.8,91,0.524,15.0,0,1.5,59.4,12.1,1,LOW
14.0,241,0.105,30.2,1,1.2,69.9,22.6,4,LOW
15.0,137,0.033,35.0,0,5.4,36.7,12.9,2,LOW
13.4,129,0.337,28.7,1,6.4,95.3,14.0,8,LOW
18.2,30,0.204,27.8,1,6.7,56.8,0.9,12,LOW
4.1,51,0.292,29.1,3,9.0,57.7,0.0,12,LOW
10.8,125,0.405,31.8,2,8.3,47.0,31.1,10,MEDIUM
1.7,125,0.706,21.6,0,1.8,84.7,2.9,11,LOW
7.3,238,0.472,37.3,1,8.0,30.5,1.8,11,LOW
10.0,80,0.231,15.0,1,6.9,37.4,1.7,5,LOW
15.8,125,0.131,36.3,2,8.4,63.0,13.4,3,LOW
45.1,91,0.301,34.5,1,8.5,97.8,0.5,6,LOW
13.8,41,0.136,36.0,0,3.8,32.5,10.8,8,LOW
20.4,30,0.35,16.6,0,3.0,34.3,8.5,11,LOW
10.6,127,0.608,34.3,1,5.8,80.0,1.6,8,LOW
15.1,103,0.76,27.7,3,3.3,81.5,1.5,12,MEDIUM
1.1,55,0.322,44.8,2,3.8,92.8,1.4,8,MEDIUM
4.4,30,0.176,34.9,0,1.2,70.4,3.0,7,LOW
6.7,149,0.276,22.6,2,9.9,58.2,10.3,9,LOW
9.6,73,0.253,18.5,1,3.4,61.6,2.3,1,LOW
0.7,141,0.093,27.1,1,7.9,60.2,10.8,10,LOW
2.3,400,0.3,38.5,0,9.9,98.1,35.7,11,MEDIUM
4.9,30,0.164,41.2,1,9.7,56.6,19.8,12,LOW
53.4,51,0.235,33.5,1,6.5,36.7,16.0,2,LOW
6.0,76,0.323,32.6,0,5.6,50.3,29.8,4,LOW
9.9,288,0.57,29.3,2,3.4,97.2,9.5,2,LOW
3.3,30,0.542,31.8,0,8.7,60.0,14.6,10,LOW
14.2,424,0.179,41.7,1,3.7,52.1,14.9,1,MEDIUM
4.9,100,0.362,29.2,0,1.5,51.8,36.7,8,LOW
3.5,83,0.511,37.3,0,3.3,30.6,10.4,11,LOW
10.9,77,0.165,27.8,0,3.5,74.3,3.2,6,LOW
0.1,63,0.337,40.1,1,7.3,80.7,2.2,4,LOW
0.1,208,0.165,36.6,2,2.1,54.7,3.7,12,MEDIUM
3.7,38,0.291,39.8,1,3.5,91.1,14.3,4,LOW
0.6,119,0.329,47.1,0,1.2,82.0,10.7,10,MEDIUM
1.7,66,0.486,15.0,0,8.6,72.1,2.5,8,LOW
6.2,49,0.575,38.0,1,7.4,79.3,19.6,11,LOW
24.3,500,0.508,35.8,1,4.7,83.9,39.8,12,MEDIUM
12.7,126,0.481,35.6,0,4.6,66.9,14.2,10,LOW
10.8,147,0.259,33.9,2,2.1,57.8,0.6,8,MEDIUM
5.2,224,0.124,33.9,0,4.2,38.8,9.9,7,LOW
40.3,30,0.062,34.7,1,9.1,58.3,27.8,3,LOW
7.6,366,0.484,39.2,0,1.8,68.5,3.8,8,MEDIUM
1.4,30,0.485,38.6,1,7.8,96.4,8.8,10,LOW
14.4,49,0.263,31.8,2,0.9,40.8,2.6,4,LOW
1.8,62,0.542,30.5,0,3.5,83.0,21.3,9,LOW
6.4,143,0.248,32.2,2,8.5,46.8,20.4,7,MEDIUM
10.6,107,0.36,28.7,0,4.7,97.0,4.5,4,LOW
31.1,79,0.59,46.2,3,7.2,71.6,4.3,5,MEDIUM
10.2,89,0.048,21.8,0,1.5,60.3,0.0,5,LOW
18.2,41,0.291,38.0,2,7.0,54.3,3.8,1,MEDIUM
74.0,30,0.389,38.0,0,8.3,44.1,15.2,7,MEDIUM
2.1,161,0.116,27.8,0,8.1,80.0,0.3,12,LOW
4.8,157,0.379,34.4,1,4.7,74.5,2.3,4,LOW
7.5,320,0.131,42.1,1,9.1,92.3,13.1,3,MEDIUM
8.2,48,0.354,29.4,1,6.0,71.8,10.4,5,LOW
7.9,157,0.289,42.5,0,8.3,41.9,43.2,1,LOW
35.7,72,0.492,40.9,1,2.5,77.8,5.0,11,LOW
18.8,233,0.135,26.3,1,2.5,91.5,1.4,2,LOW
14.0,204,0.188,23.1,1,7.7,99.3,10.9,2,LOW
5.6,107,0.446,33.3,1,6.6,78.0,0.8,11,LOW
26.0,69,0.136,22.1,0,6.9,50.3,1.2,9,LOW
46.5,194,0.296,15.0,2,2.7,69.6,8.4,3,LOW
25.8,151,0.364,28.1,2,4.3,66.0,6.4,1,MEDIUM
0.0,52,0.284,49.4,0,3.0,65.8,3.1,7,MEDIUM
15.2,31,0.425,28.4,1,1.1,35.5,6.5,12,LOW
0.8,71,0.515,35.0,1,2.4,43.6,20.3,2,LOW
4.5,303,0.369,37.6,1,10.0,66.7,12.9,8,MEDIUM
0.9,225,0.108,31.7,0,2.7,85.9,6.1,10,LOW
13.9,37,0.198,29.3,2,2.0,42.7,3.7,11,MEDIUM
17.4,35,0.184,41.8,2,7.1,41.5,8.7,11,LOW
1.8,250,0.392,32.3,0,6.2,83.2,0.0,4,LOW
7.3,36,0.18,31.3,2,7.6,78.3,13.2,11,LOW
9.1,135,0.035,38.4,2,6.7,64.0,16.2,6,LOW
6.9,55,0.547,23.8,1,2.6,33.5,1.3,1,LOW
1.9,328,0.113,21.9,0,5.3,63.1,5.2,12,MEDIUM
8.1,49,0.227,19.0,0,2.2,88.4,1.6,7,LOW
20.9,225,0.367,36.5,1,2.9,30.7,29.7,10,LOW
1.1,104,0.228,30.7,1,9.9,37.2,17.5,8,LOW
1.3,110,0.236,38.6,1,7.4,86.7,0.2,9,LOW
6.6,30,0.792,32.4,2,7.9,66.8,35.2,11,MEDIUM
42.6,30,0.195,21.0,3,0.8,76.4,1.5,5,LOW
16.6,75,0.546,29.2,2,4.1,82.2,0.9,1,MEDIUM
17.0,110,0.194,39.2,3,5.8,51.0,0.3,3,LOW
6.7,37,0.482,29.9,1,1.9,50.9,15.6,9,LOW
13.5,38,0.095,41.5,0,8.6,48.5,25.9,6,LOW
0.2,141,0.129,28.4,0,1.8,41.7,1.0,5,LOW
15.2,141,0.461,37.8,0,6.5,51.3,40.9,9,LOW
36.7,81,0.2,17.7,1,5.8,96.7,3.8,9,LOW
14.2,168,0.697,30.2,0,8.6,36.0,11.4,3,MEDIUM
31.0,35,0.312,28.9,0,3.5,46.8,42.9,5,LOW
19.3,68,0.34,20.8,2,3.2,52.3,0.1,9,MEDIUM
1.9,336,0.198,40.9,3,8.5,40.8,7.9,10,MEDIUM
34.9,95,0.097,26.9,0,2.6,35.4,10.7,9,LOW
1.0,100,0.229,26.1,0,7.6,41.3,4.6,7,LOW
11.5,500,0.04,42.4,1,2.3,66.9,1.2,1,MEDIUM
2.3,30,0.415,33.3,0,8.8,71.8,9.7,12,LOW
0.2,170,0.168,38.2,2,8.5,45.1,0.5,9,LOW
8.2,341,0.308,18.4,1,8.0,65.3,25.7,6,MEDIUM
5.2,69,0.362,25.6,0,5.2,30.4,6.2,8,LOW
10.0,179,0.171,48.7,1,0.8,72.1,24.1,3,MEDIUM
12.9,41,0.32,38.8,0,1.8,30.1,18.1,11,LOW
0.7,52,0.222,23.4,3,4.8,75.0,0.0,7,MEDIUM
2.0,122,0.206,33.8,1,0.9,63.8,6.1,1,LOW
12.3,171,0.3,24.0,3,1.1,37.6,21.9,11,MEDIUM
6.3,221,0.198,43.2,0,1.7,36.2,4.7,1,LOW
19.6,316,0.583,15.0,0,3.0,30.5,3.9,11,MEDIUM
15.8,85,0.088,34.2,0,7.6,68.6,11.6,8,LOW
28.0,234,0.253,34.1,2,1.0,86.5,12.2,2,LOW
17.7,68,0.104,23.1,1,9.8,90.0,10.3,1,LOW
8.4,185,0.694,29.8,2,3.1,69.8,4.5,8,MEDIUM
16.8,106,0.546,35.0,0,3.5,92.1,0.7,9,LOW
4.8,129,0.517,17.8,0,2.9,90.3,25.6,2,LOW
5.5,126,0.021,21.8,0,6.2,78.9,3.8,11,LOW
23.3,30,0.342,30.8,1,0.7,55.4,15.9,3,LOW
8.9,37,0.24,25.3,2,1.4,87.9,4.3,5,MEDIUM
24.0,98,0.461,28.3,1,1.4,57.4,6.8,2,LOW
25.9,30,0.266,31.8,0,6.8,58.2,4.7,6,LOW
29.2,175,0.218,24.7,1,3.6,77.5,0.8,2,LOW
37.3,181,0.369,31.8,0,4.7,95.0,4.0,4,LOW
8.5,117,0.406,34.4,1,9.5,65.0,31.2,11,LOW
5.8,37,0.267,38.2,0,2.4,42.4,1.2,8,LOW
13.1,272,0.419,22.0,2,1.2,40.0,8.1,1,LOW
7.0,459,0.244,27.0,2,4.7,51.2,34.5,10,MEDIUM
13.8,101,0.346,36.7,1,2.1,62.0,0.2,4,LOW
18.3,135,0.674,20.1,0,1.9,50.8,0.7,3,MEDIUM
17.5,106,0.262,32.8,0,4.4,79.8,24.0,1,LOW
7.0,138,0.436,32.2,0,6.9,68.0,13.3,4,LOW
2.7,82,0.386,15.0,1,2.8,58.5,7.9,10,LOW
8.4,88,0.213,28.0,0,8.8,44.9,7.7,1,LOW
2.3,186,0.302,34.6,2,3.9,72.4,36.8,7,MEDIUM
33.1,500,0.185,30.3,2,9.4,77.2,0.2,9,MEDIUM
6.4,30,0.166,28.2,0,5.2,84.9,3.2,5,LOW
2.5,83,0.234,33.2,1,7.4,99.4,3.8,4,LOW
0.4,35,0.103,39.9,1,8.6,46.2,1.3,1,LOW
15.6,322,0.373,36.3,0,5.5,31.1,4.4,10,MEDIUM
15.2,56,0.247,26.0,0,8.6,65.0,4.6,1,LOW
6.2,30,0.656,20.3,0,4.1,94.7,31.9,7,LOW
1.1,150,0.164,36.2,2,4.0,47.4,5.8,9,LOW
7.9,363,0.541,22.6,0,8.0,82.9,27.3,3,MEDIUM
5.6,153,0.738,27.8,1,2.8,52.4,16.6,1,MEDIUM
17.0,106,0.344,33.6,2,7.3,57.4,13.3,5,LOW
14.0,125,0.233,41.2,1,1.2,96.3,4.0,10,LOW
6.8,279,0.269,42.3,3,6.5,62.3,5.6,10,MEDIUM
3.7,45,0.433,32.5,1,9.4,80.8,0.5,3,LOW
66.4,82,0.326,27.9,0,4.8,68.5,4.7,10,MEDIUM
9.1,63,0.086,22.4,2,4.5,83.5,20.4,1,MEDIUM
17.5,35,0.11,47.7,0,5.6,52.2,15.2,1,MEDIUM
2.3,69,0.6,29.7,3,7.3,91.4,16.5,6,MEDIUM
10.0,218,0.053,37.4,1,3.9,68.4,2.5,7,LOW
0.4,142,0.166,33.6,3,0.5,51.6,2.4,9,MEDIUM
10.6,151,0.551,28.0,0,5.3,32.7,10.9,5,LOW
49.9,101,0.289,27.7,0,4.5,30.9,10.5,1,LOW
7.3,137,0.561,20.9,0,5.6,54.7,2.2,1,LOW
0.6,47,0.355,41.0,0,7.3,45.1,12.7,9,LOW
0.5,70,0.19,31.0,2,3.2,33.7,4.7,9,LOW
7.4,105,0.269,43.4,0,5.3,68.7,21.8,2,LOW
2.6,112,0.089,28.4,1,2.9,99.2,4.5,2,LOW
0.4,116,0.324,29.6,1,4.9,59.6,2.6,12,LOW
21.2,81,0.333,22.9,1,3.8,68.6,2.2,9,LOW
9.2,67,0.014,29.5,2,4.0,45.4,22.8,5,LOW
5.1,500,0.106,22.1,0,6.0,44.3,19.7,7,MEDIUM
34.6,186,0.049,35.2,0,7.1,53.0,5.5,5,LOW
1.9,125,0.406,32.9,0,0.6,88.5,2.8,8,LOW
46.8,75,0.495,43.8,0,8.8,97.2,3.3,8,LOW
5.7,63,0.122,20.3,0,4.0,81.8,4.9,7,LOW
32.9,81,0.009,41.7,3,6.6,31.4,0.5,1,MEDIUM
13.9,114,0.366,24.2,0,1.7,60.7,0.7,1,LOW
26.3,30,0.301,34.8,1,5.9,59.4,26.2,8,LOW
62.0,30,0.47,22.8,2,6.9,95.5,14.5,7,MEDIUM
5.1,54,0.213,33.6,3,2.0,82.2,16.8,5,LOW
48.7,106,0.285,15.0,3,9.2,80.0,6.5,2,LOW
7.4,74,0.121,26.6,2,7.7,69.5,4.5,2,MEDIUM
7.3,294,0.541,32.8,1,5.6,75.2,1.0,9,LOW
6.2,30,0.529,46.0,0,2.1,78.9,8.2,7,MEDIUM
11.7,49,0.566,15.0,1,8.7,68.7,13.6,6,LOW
2.5,304,0.223,32.0,0,1.2,89.1,2.2,5,MEDIUM
12.1,100,0.304,27.9,0,1.6,32.6,4.9,9,LOW
11.7,183,0.039,16.7,3,7.1,95.9,26.2,3,LOW
21.5,465,0.193,23.0,1,2.9,84.2,18.6,8,MEDIUM
26.9,52,0.107,28.2,1,4.9,67.0,16.0,6,LOW
8.7,83,0.301,35.7,1,5.6,90.2,0.4,9,LOW
5.4,72,0.395,32.7,1,4.9,88.0,1.8,9,LOW
4.5,30,0.373,21.5,1,1.3,59.4,3.7,5,LOW
3.2,70,0.346,17.3,3,7.5,88.8,3.6,7,LOW
0.9,182,0.348,35.3,2,2.8,43.2,1.4,6,MEDIUM
6.3,139,0.369,30.4,0,7.5,62.8,3.4,2,LOW
4.7,148,0.304,44.9,0,8.7,46.3,5.6,8,LOW
50.9,67,0.189,29.2,1,5.6,38.7,0.5,8,LOW
12.2,53,0.108,41.1,1,7.2,92.6,5.2,12,LOW
6.4,248,0.351,36.4,2,0.9,55.7,6.9,9,MEDIUM
13.0,60,0.084,38.6,2,0.8,77.9,0.4,10,LOW
2.2,114,0.37,35.5,2,2.4,56.3,11.2,11,MEDIUM
8.8,103,0.487,35.6,2,3.9,68.1,0.8,1,LOW
14.8,290,0.166,15.0,2,2.2,54.4,10.4,6,LOW
10.1,196,0.343,30.1,0,6.5,82.0,51.3,4,LOW
7.7,32,0.517,26.7,2,3.1,85.1,0.6,6,MEDIUM
76.4,35,0.055,42.2,0,8.5,60.1,3.2,3,MEDIUM
31.8,143,0.172,24.0,3,5.8,90.2,1.4,9,MEDIUM
14.6,86,0.139,29.8,2,4.1,54.9,4.6,12,MEDIUM
12.6,63,0.216,38.4,0,9.0,83.4,18.0,6,LOW
14.5,203,0.365,34.4,2,8.4,75.5,26.5,6,MEDIUM
3.4,105,0.435,33.3,1,8.3,61.9,18.3,3,LOW
7.5,94,0.05,40.9,3,7.4,92.2,11.7,10,LOW
0.6,168,0.266,34.1,1,6.3,70.1,12.6,12,LOW
9.7,67,0.05,27.6,0,4.0,88.8,1.3,5,LOW
11.7,316,0.64,21.6,0,4.5,81.3,2.9,10,MEDIUM
3.9,48,0.636,35.9,1,6.6,67.3,4.5,9,MEDIUM
49.9,152,0.214,25.8,1,2.1,52.8,0.5,8,LOW
36.0,283,0.076,30.1,0,8.4,96.6,17.2,10,LOW
19.2,30,0.196,40.6,1,9.4,34.0,3.0,3,LOW
11.4,68,0.065,30.2,1,1.4,92.6,0.5,1,LOW
30.6,224,0.296,28.4,2,0.7,65.4,0.8,6,LOW
2.1,227,0.274,29.8,0,1.9,82.4,34.9,7,LOW
23.4,78,0.414,30.0,1,7.7,53.4,24.3,10,LOW
2.0,50,0.165,24.1,0,1.5,56.9,31.9,9,LOW
23.7,193,0.158,45.4,1,4.0,43.4,31.4,10,MEDIUM
4.8,232,0.163,27.6,2,1.1,96.8,16.1,8,LOW
31.4,35,0.15,38.3,1,4.6,33.0,3.2,1,LOW
43.2,34,0.303,23.9,1,6.2,57.1,3.9,10,LOW
2.4,108,0.38,36.4,1,6.5,53.4,5.1,4,LOW
9.3,149,0.362,33.4,0,5.4,86.9,15.4,4,LOW
59.4,71,0.464,32.2,0,9.4,65.1,26.1,1,LOW
9.9,155,0.327,33.4,0,5.5,41.8,5.8,6,LOW
29.9,51,0.222,35.3,1,8.7,65.6,3.6,1,LOW
13.3,30,0.574,30.2,1,9.9,46.5,2.8,2,LOW
7.1,64,0.36,30.6,2,2.7,31.2,3.0,12,LOW
5.0,95,0.065,36.6,3,3.0,68.1,0.1,2,MEDIUM
3.4,72,0.481,22.9,0,5.5,55.2,2.7,5,LOW
21.5,36,0.077,21.6,0,2.2,46.7,3.5,9,LOW
7.3,30,0.155,33.4,0,5.9,42.1,14.9,12,LOW
10.7,60,0.432,15.9,0,7.0,61.8,8.0,5,LOW
10.2,185,0.234,18.5,3,1.1,90.9,4.0,1,LOW
12.9,246,0.128,46.4,3,7.0,83.1,9.1,4,MEDIUM
30.1,233,0.191,44.4,0,2.0,30.3,15.5,5,LOW
59.2,47,0.456,27.4,0,3.3,81.2,9.4,10,LOW
7.9,36,0.154,40.0,1,7.5,35.1,0.7,10,LOW
26.4,134,0.19,40.3,0,2.1,68.4,2.8,4,LOW
21.7,150,0.694,35.8,1,5.6,84.6,3.4,11,MEDIUM
12.8,124,0.232,31.4,2,6.1,61.7,4.5,3,LOW
46.9,30,0.159,37.0,2,2.1,56.4,0.2,9,MEDIUM
3.4,45,0.648,38.4,2,3.1,95.8,13.6,1,MEDIUM
1.7,88,0.362,37.1,0,6.3,32.0,6.4,6,LOW
28.9,133,0.507,19.6,0,4.9,37.4,22.7,6,LOW
8.7,166,0.241,48.3,3,6.8,90.9,7.3,6,MEDIUM
28.2,101,0.34,50.0,0,8.6,92.0,44.4,5,MEDIUM
33.5,117,0.582,16.7,1,1.8,56.1,12.1,10,LOW
1.0,96,0.464,36.1,0,1.2,67.8,21.8,3,LOW
32.2,156,0.368,48.4,0,6.8,41.5,36.2,9,MEDIUM
8.9,116,0.187,40.0,0,7.8,91.9,6.4,6,LOW
10.7,95,0.267,40.1,0,4.8,62.8,10.0,3,LOW
14.8,73,0.386,20.5,2,4.2,69.5,24.5,5,MEDIUM
39.1,96,0.188,38.3,0,6.2,38.3,8.6,11,LOW
0.3,133,0.183,33.9,1,5.7,73.0,0.5,10,LOW
9.7,111,0.437,38.2,3,5.2,78.7,11.9,1,MEDIUM
17.5,122,0.435,23.7,3,8.3,50.6,27.4,10,LOW
19.2,264,0.258,23.4,1,2.1,92.7,15.2,9,LOW
17.7,111,0.148,30.9,0,7.0,44.3,15.7,8,LOW
2.2,54,0.521,29.0,0,7.5,92.8,0.8,8,LOW
5.3,183,0.347,30.7,2,9.1,79.2,13.4,10,MEDIUM
6.7,30,0.143,28.2,3,9.5,88.2,0.3,7,LOW
24.5,38,0.682,30.4,0,5.3,78.9,26.7,12,MEDIUM
4.9,118,0.411,26.7,2,4.6,60.0,24.6,6,LOW
3.5,136,0.147,31.6,0,5.3,53.2,39.3,10,LOW
47.4,33,0.158,20.6,0,7.5,81.4,3.6,2,LOW
0.1,66,0.171,36.1,1,0.7,50.9,7.8,7,LOW
91.9,55,0.336,34.1,0,2.2,34.3,8.6,3,MEDIUM
16.9,61,0.164,21.9,1,9.1,47.3,8.1,5,LOW
26.4,191,0.35,42.6,1,2.4,82.9,5.3,4,LOW
5.2,158,0.358,25.4,0,2.7,85.5,43.4,12,LOW
0.2,89,0.13,41.5,1,9.4,49.4,21.8,1,LOW
20.1,58,0.225,34.6,0,3.3,53.0,9.4,7,LOW
26.9,31,0.2,40.0,2,3.3,68.5,10.4,1,MEDIUM
20.2,280,0.246,33.4,1,9.3,48.3,12.5,4,LOW
2.3,145,0.129,36.5,3,4.1,72.4,9.3,12,LOW
21.0,51,0.175,39.9,0,5.2,49.7,12.3,8,LOW
22.0,160,0.136,47.3,2,5.8,38.5,17.0,12,MEDIUM
