hourly_rate,normal_work_hours,rainfall_mm,traffic_disruption,aqi,day_of_week,is_peak_hour,city_index,income_lost_inr
89,9.8,2.7,0.507,44,5,0,2,147.61
58,9.8,18.5,0.376,6,5,1,4,64.9
90,8.6,0.4,0.659,44,6,1,0,80.67
123,11.2,3.8,0.178,601,5,1,5,234.6
92,8.0,3.6,0.208,518,4,0,4,119.89
67,6.9,22.7,0.336,90,2,1,2,82.75
103,6.3,9.5,0.237,72,2,1,0,56.81
85,6.8,6.4,0.396,37,2,0,2,51.84
70,11.7,3.4,0.614,26,2,0,2,90.33
81,7.9,4.7,0.389,199,4,0,6,96.61
76,9.9,15.3,0.196,39,3,1,5,46.03
69,11.8,22.8,0.507,41,2,1,1,191.74
62,11.3,1.2,0.108,25,5,0,6,27.17
71,9.0,0.2,0.439,116,3,0,0,21.69
79,6.5,9.6,0.094,86,2,0,7,50.35
92,10.3,21.8,0.42,49,2,0,5,200.49
61,6.8,0.3,0.382,135,1,1,5,71.23
59,6.9,10.4,0.376,73,1,0,4,37.8
82,11.3,20.2,0.302,36,3,1,1,88.25
75,10.0,1.4,0.168,116,6,1,6,73.51
74,11.6,5.4,0.343,160,0,0,7,94.66
66,11.7,1.3,0.251,12,3,0,5,60.1
67,8.8,0.5,0.491,45,4,1,2,88.4
63,10.0,8.2,0.114,18,1,0,6,34.36
53,9.9,13.1,0.356,372,3,1,3,116.37
85,6.7,30.7,0.215,22,3,1,3,63.99
87,9.7,4.4,0.244,102,3,1,4,93.1
105,6.7,3.6,0.34,69,3,1,6,84.27
89,11.1,11.7,0.236,226,3,0,7,122.81
79,11.6,35.3,0.345,216,6,0,0,242.42
87,8.3,2.5,0.073,97,1,1,0,48.58
74,10.2,1.5,0.294,35,5,1,7,77.75
67,10.2,22.2,0.243,21,2,0,5,59.51
90,6.3,1.7,0.084,59,6,0,2,0.0
85,7.0,6.9,0.166,26,5,1,2,8.68
61,11.3,18.2,0.3,32,0,0,4,76.16
79,7.2,5.6,0.299,360,4,1,7,12.37
68,10.5,12.6,0.323,161,0,0,4,139.61
94,9.6,18.9,0.335,146,5,0,0,186.31
74,10.3,9.3,0.39,6,4,1,7,39.61
106,6.9,2.7,0.311,22,5,0,1,44.3
98,10.8,3.1,0.401,78,6,1,1,148.62
64,8.2,49.3,0.022,59,3,0,1,124.34
70,11.9,20.0,0.387,49,1,0,6,134.18
90,8.6,4.6,0.28,37,4,0,0,123.22
81,7.9,2.4,0.4,186,0,0,4,114.87
76,6.9,4.0,0.144,32,5,0,7,44.59
81,6.4,20.6,0.485,89,0,1,5,136.21
78,11.3,10.9,0.174,18,3,1,3,45.5
95,6.7,14.1,0.254,148,5,0,4,56.26
76,11.3,12.8,0.336,33,0,1,2,82.06
87,9.3,23.2,0.11,19,3,0,7,54.32
87,10.0,53.0,0.072,20,3,1,1,196.03
99,10.8,12.0,0.052,109,2,0,2,55.67
79,9.3,11.1,0.167,290,3,0,3,115.99
82,9.0,1.4,0.154,21,0,0,5,46.93
86,10.7,30.5,0.146,73,5,0,0,122.06
70,8.5,0.8,0.444,76,3,1,7,69.12
78,6.5,13.6,0.365,7,0,1,3,44.34
66,9.8,16.3,0.333,66,3,1,5,108.8
90,6.2,4.8,0.174,25,3,0,2,0.0
104,9.6,1.3,0.715,54,5,0,1,177.01
51,9.1,6.6,0.678,37,1,0,5,71.92
95,7.8,3.3,0.455,199,3,0,3,86.76
79,8.1,10.8,0.465,120,3,1,2,70.44
99,8.7,0.4,0.172,85,3,1,7,14.49
84,8.9,0.6,0.102,13,6,0,2,97.84
95,8.5,10.2,0.194,111,2,0,3,69.55
78,8.4,1.8,0.469,107,4,0,0,80.21
81,7.9,5.3,0.242,82,0,0,3,56.9
94,9.9,25.0,0.123,134,2,0,6,157.28
117,8.5,0.3,0.448,141,2,0,6,116.72
72,7.9,1.9,0.108,121,5,0,7,38.86
82,11.4,28.3,0.175,447,6,0,1,288.56
69,7.1,5.7,0.442,14,5,1,6,72.64
76,6.9,5.5,0.409,87,1,1,6,133.74
72,10.7,9.7,0.543,610,4,1,6,237.41
65,6.7,6.9,0.57,153,4,0,1,60.23
88,7.6,17.9,0.124,53,6,0,3,78.38
83,8.1,4.0,0.562,193,6,0,3,84.78
67,7.7,2.0,0.41,41,0,1,7,76.54
63,10.4,9.7,0.45,137,3,0,2,102.84
93,7.2,7.6,0.635,34,4,1,6,123.65
73,10.1,5.3,0.345,66,0,0,0,29.12
114,7.8,5.7,0.295,123,2,0,7,55.54
79,11.1,28.9,0.101,17,4,0,6,52.04
81,11.3,18.9,0.468,126,5,0,5,219.51
77,7.7,2.7,0.203,233,5,0,7,44.58
59,9.6,7.0,0.127,68,0,1,4,34.22
59,10.9,16.8,0.119,38,2,0,5,109.53
101,6.4,8.8,0.159,160,2,1,6,55.94
100,9.4,32.6,0.386,146,5,0,1,257.42
65,11.9,14.9,0.311,105,1,0,6,101.15
87,8.2,1.8,0.248,128,0,1,7,97.92
100,10.4,6.1,0.506,30,0,0,4,117.24
60,10.8,23.4,0.274,89,6,1,0,143.31
80,10.5,6.2,0.13,55,6,1,5,102.91
72,11.7,8.6,0.261,86,1,0,0,32.64
82,10.6,20.3,0.461,26,0,0,6,180.81
98,11.6,0.2,0.573,130,5,0,5,242.37
86,7.4,1.0,0.139,152,6,0,6,32.28
89,9.5,3.7,0.236,35,0,0,7,27.53
50,8.3,17.4,0.346,126,2,0,2,38.51
90,10.3,3.9,0.241,117,4,0,1,97.99
79,6.9,6.4,0.167,73,1,0,0,35.68
112,7.1,5.1,0.301,14,6,1,7,61.26
89,6.8,19.3,0.217,140,1,0,0,87.19
75,7.6,11.2,0.49,85,2,0,4,106.77
108,7.1,2.9,0.066,73,4,1,2,55.71
79,10.6,25.8,0.19,343,3,1,4,284.31
84,9.5,0.1,0.435,123,6,0,5,122.88
59,8.2,6.5,0.411,129,3,0,1,101.34
71,7.2,19.1,0.158,32,0,1,7,57.14
69,10.8,7.4,0.403,14,3,1,7,100.98
77,11.3,4.0,0.306,44,0,0,2,69.62
62,11.1,30.1,0.169,186,3,1,3,113.94
54,11.5,13.2,0.521,91,4,0,2,126.17
82,10.8,9.4,0.127,298,5,0,4,127.59
58,9.8,31.5,0.254,27,4,1,6,51.65
91,8.6,28.8,0.186,205,5,1,3,196.58
110,7.7,5.1,0.719,16,3,0,6,76.99
83,6.0,5.2,0.117,78,4,0,2,27.67
84,11.0,4.2,0.203,11,1,1,3,42.24
50,8.6,4.0,0.106,14,3,1,5,3.47
89,11.2,1.9,0.212,76,2,0,5,27.77
79,7.9,12.3,0.162,19,0,1,0,53.35
87,8.0,4.3,0.158,32,5,0,1,40.53
62,6.1,7.1,0.332,111,5,0,3,43.65
76,8.9,7.8,0.256,65,6,0,2,19.62
98,8.9,13.3,0.389,41,2,0,0,98.33
69,9.9,20.9,0.183,207,4,0,4,100.18
75,10.5,41.7,0.49,24,5,1,0,180.25
94,8.1,6.9,0.652,145,4,0,3,180.76
90,11.6,23.1,0.247,26,1,0,1,74.04
96,8.7,9.1,0.34,143,0,0,7,97.47
69,9.4,32.7,0.199,33,2,0,3,67.76
78,9.6,17.1,0.373,146,2,1,1,91.58
67,11.3,13.9,0.315,30,5,0,5,88.38
66,10.2,6.5,0.179,47,5,1,4,75.5
66,8.1,4.3,0.48,62,5,1,4,106.23
79,10.2,19.7,0.25,21,0,1,1,82.65
104,11.4,10.4,0.157,56,4,1,0,0.0
99,10.9,1.0,0.104,334,1,1,7,164.38
88,6.3,6.9,0.232,21,5,1,3,77.95
66,6.4,1.9,0.423,163,3,0,5,30.12
65,10.1,0.3,0.192,10,3,0,2,42.19
76,11.9,58.2,0.384,132,4,0,7,302.89
86,9.6,9.4,0.141,493,0,0,0,115.02
88,8.6,20.1,0.227,55,2,0,1,11.95
84,9.5,7.2,0.144,59,5,1,0,24.19
79,8.7,12.1,0.347,15,6,1,0,50.28
83,7.3,55.7,0.448,16,6,1,7,137.2
72,7.7,12.8,0.236,111,0,0,4,68.21
58,7.8,2.1,0.439,123,5,0,6,21.15
76,9.6,18.5,0.113,130,0,1,0,104.94
83,11.0,31.8,0.314,99,3,1,5,302.55
78,6.3,4.7,0.023,28,2,1,1,26.08
57,9.1,3.0,0.666,60,2,0,1,138.43
77,9.2,3.7,0.12,14,6,1,7,78.35
71,11.8,2.2,0.254,50,2,0,0,23.29
100,10.9,2.9,0.175,219,0,1,4,136.72
88,8.3,14.0,0.33,35,6,1,3,126.11
50,9.7,5.5,0.079,67,3,1,7,0.0
81,9.9,26.1,0.363,295,6,1,0,148.86
63,10.0,5.3,0.086,25,1,0,2,61.37
58,11.4,30.1,0.273,126,5,0,2,56.09
50,9.5,1.7,0.184,15,5,0,3,36.82
93,7.3,0.4,0.309,182,4,1,4,84.58
95,9.9,18.3,0.591,28,5,0,7,253.68
58,7.4,17.5,0.26,592,0,1,4,144.01
97,6.7,14.4,0.321,27,1,0,4,73.83
112,9.7,6.6,0.243,133,6,1,0,36.2
77,7.7,2.7,0.239,382,0,1,4,103.88
66,9.8,3.1,0.174,54,5,1,7,28.51
79,10.9,19.4,0.092,277,4,1,5,83.7
98,6.9,34.0,0.403,173,2,0,5,162.66
100,6.4,36.3,0.21,213,4,0,6,143.85
79,6.5,5.6,0.614,71,2,0,0,53.8
66,11.8,12.7,0.39,308,0,0,1,128.97
84,6.5,4.4,0.198,26,4,1,7,57.96
79,11.5,23.0,0.208,77,1,1,4,144.67
82,11.9,10.8,0.604,89,5,0,1,80.07
74,6.4,23.7,0.455,373,4,0,1,177.06
83,9.2,16.4,0.054,58,3,1,3,47.25
52,10.2,3.4,0.188,34,4,1,7,44.54
85,6.2,0.4,0.231,116,1,0,6,81.52
97,9.1,49.0,0.261,66,1,1,4,212.06
77,8.5,7.3,0.141,223,2,0,3,99.48
82,9.0,3.9,0.076,232,5,1,7,19.47
56,9.3,20.0,0.485,35,6,0,7,29.61
88,10.3,2.3,0.444,8,5,1,0,120.3
94,6.7,8.5,0.168,119,1,1,1,74.76
105,12.0,6.5,0.182,80,0,1,2,89.66
50,7.7,1.6,0.413,265,1,1,0,40.35
88,11.9,13.5,0.551,24,1,1,3,138.58
54,10.1,25.8,0.414,88,2,0,1,60.65
86,10.1,31.7,0.159,19,3,0,5,78.0
72,11.5,9.7,0.25,47,2,1,7,35.38
88,11.3,0.2,0.382,30,1,1,2,33.27
86,7.4,5.9,0.583,148,0,0,6,101.49
81,10.2,9.6,0.334,164,4,0,4,206.04
73,9.0,41.4,0.327,28,3,0,2,141.76
82,9.0,7.0,0.296,10,5,1,5,0.61
94,6.1,5.2,0.194,89,4,1,2,34.35
84,9.2,30.8,0.204,283,6,0,1,149.43
92,6.6,7.0,0.465,68,1,0,0,100.71
59,7.6,37.5,0.165,140,0,0,5,118.87
81,6.1,4.6,0.449,165,6,1,1,95.11
73,8.4,16.4,0.549,65,4,0,6,125.3
92,11.6,22.3,0.146,122,2,0,7,138.26
88,10.8,26.2,0.403,6,6,1,4,185.71
72,6.3,4.2,0.355,25,2,1,3,37.93
82,10.3,49.6,0.071,179,2,0,4,195.31
78,10.4,16.3,0.479,117,4,0,5,190.79
86,10.7,2.0,0.329,121,4,1,6,94.41
85,9.9,17.1,0.276,91,3,1,2,139.69
81,6.4,21.5,0.337,139,2,1,1,64.9
60,9.9,2.4,0.357,82,2,0,6,117.75
102,7.3,2.2,0.155,18,2,0,7,31.62
96,9.6,1.7,0.138,101,6,0,0,67.39
81,10.1,8.2,0.087,26,0,1,4,15.59
88,6.6,15.1,0.137,37,4,0,7,39.45
89,8.8,5.7,0.163,114,6,0,4,132.85
70,7.4,0.7,0.352,16,1,1,4,3.85
99,10.8,5.3,0.242,112,4,1,0,102.27
50,11.6,14.5,0.3,24,4,1,5,71.91
54,9.1,1.2,0.11,66,2,0,3,0.0
69,9.3,9.8,0.044,128,1,0,7,67.31
85,6.5,11.1,0.357,64,3,1,3,48.25
82,8.3,12.6,0.222,61,5,1,1,137.47
81,6.9,5.1,0.209,109,5,1,4,59.78
79,10.2,31.5,0.081,213,0,0,5,150.21
75,11.8,63.5,0.205,230,0,0,6,195.06
61,10.8,21.8,0.334,109,4,1,2,58.81
59,8.3,1.4,0.186,471,0,0,4,112.62
61,10.0,3.7,0.055,21,4,0,1,6.81
64,12.0,2.7,0.418,53,1,0,4,72.33
59,6.2,0.7,0.377,44,4,0,6,27.18
58,7.7,27.2,0.229,71,5,1,0,69.78
76,6.5,2.5,0.106,255,5,1,6,86.85
96,9.8,5.7,0.146,31,0,0,4,22.64
87,11.1,5.6,0.487,124,5,0,6,62.83
66,8.2,18.0,0.123,39,4,0,6,119.4
70,8.4,7.1,0.302,31,0,0,0,64.74
108,7.8,5.6,0.121,15,2,0,6,29.57
73,9.4,3.7,0.304,81,3,0,2,126.86
64,6.8,9.0,0.197,15,2,0,3,63.82
76,7.1,1.5,0.36,73,5,0,1,6.46
71,6.5,11.5,0.566,66,6,0,5,101.08
67,6.9,20.8,0.273,54,1,0,6,80.64
81,11.1,31.5,0.433,41,3,0,2,147.18
99,7.1,12.0,0.177,313,4,0,0,23.89
60,8.9,20.7,0.54,35,2,0,3,99.61
86,10.2,3.1,0.118,55,0,0,4,19.81
95,7.1,8.7,0.158,65,5,0,0,66.08
87,8.7,4.0,0.325,166,4,0,7,61.3
96,7.3,100.7,0.322,127,1,1,1,317.75
88,11.5,5.7,0.164,35,0,0,4,158.86
70,6.2,3.0,0.115,150,6,0,0,24.16
107,9.5,17.7,0.282,73,0,1,7,216.5
88,11.3,7.4,0.083,154,5,0,4,13.39
114,10.7,1.6,0.371,31,3,0,4,200.24
52,7.4,18.6,0.317,67,0,0,4,55.49
116,9.2,7.9,0.437,126,3,0,3,62.22
93,6.4,18.7,0.17,91,6,1,6,104.17
87,7.7,16.7,0.114,126,0,0,5,71.79
66,8.3,10.1,0.393,199,6,0,5,83.64
91,6.4,15.3,0.358,109,3,0,1,44.94
98,7.0,23.3,0.109,72,5,1,5,68.23
54,11.1,7.1,0.363,69,1,1,3,103.2
89,8.8,37.5,0.135,75,4,1,4,126.83
70,11.7,2.4,0.416,44,4,1,3,28.96
89,6.9,41.9,0.04,15,1,1,1,86.24
65,10.0,3.2,0.28,40,5,1,2,75.74
99,10.6,8.5,0.399,39,2,1,5,132.5
79,10.7,7.6,0.497,43,4,0,2,156.75
91,10.6,0.7,0.09,64,2,1,7,109.85
94,7.0,2.5,0.388,58,4,1,0,39.86
84,8.7,21.3,0.257,209,6,0,2,134.15
67,11.3,3.9,0.511,49,5,1,7,76.97
89,9.4,0.1,0.321,62,4,0,4,44.49
79,8.2,20.9,0.45,67,0,1,6,90.44
83,6.1,36.5,0.351,23,2,0,5,116.08
75,9.6,9.1,0.398,35,2,1,3,54.53
53,11.4,10.9,0.115,60,6,1,2,30.29
81,7.2,1.4,0.177,74,6,1,1,0.0
71,12.0,35.3,0.456,48,5,0,4,245.97
85,7.3,2.9,0.191,24,3,1,6,20.91
79,9.4,9.6,0.599,84,4,0,0,145.06
72,8.9,40.3,0.396,143,3,1,1,213.08
112,10.6,7.1,0.331,129,4,0,7,219.41
75,8.9,1.2,0.236,244,6,1,3,62.58
81,8.0,2.9,0.206,137,4,0,4,39.17
108,11.8,0.9,0.344,48,3,0,4,99.83
65,9.4,6.2,0.294,222,6,1,3,57.67
93,6.3,10.7,0.288,444,0,1,5,147.46
69,8.7,7.2,0.032,30,1,0,5,20.27
77,9.0,5.1,0.301,40,3,0,2,35.03
86,6.2,2.2,0.348,60,1,1,4,66.97
97,10.1,14.4,0.261,84,2,1,6,143.01
65,8.9,40.2,0.289,45,3,0,5,85.77
84,6.7,4.8,0.511,41,0,1,3,85.76
69,8.0,8.8,0.211,24,4,1,5,103.21
90,9.0,2.2,0.3,62,4,0,5,73.25
95,11.2,0.9,0.335,25,0,0,3,119.52
90,8.8,2.2,0.379,158,3,1,2,153.97
68,11.4,1.2,0.298,91,3,0,4,106.31
63,10.5,11.5,0.233,50,0,1,0,15.13
77,9.9,12.8,0.304,65,5,1,7,21.94
62,9.7,78.6,0.203,78,3,0,3,235.27
88,10.4,57.6,0.55,42,3,0,5,356.62
101,8.7,7.0,0.257,206,2,0,4,56.5
68,8.5,3.1,0.503,221,1,1,6,125.33
88,7.3,8.1,0.522,126,1,0,0,82.2
68,9.3,27.4,0.115,70,5,1,1,80.68
99,10.2,13.7,0.218,304,5,0,6,143.22
95,7.6,11.6,0.282,126,3,0,5,158.95
79,7.4,14.3,0.26,167,3,0,3,49.41
91,7.1,2.0,0.29,31,3,0,2,25.07
93,6.4,5.8,0.127,30,3,0,4,47.5
62,11.5,2.6,0.539,135,4,0,6,78.0
87,11.5,35.8,0.412,66,3,1,1,316.53
71,6.9,2.6,0.109,78,2,1,2,26.24
82,10.9,2.4,0.22,17,3,0,7,93.91
75,8.4,28.4,0.08,32,6,1,3,89.56
80,9.5,35.7,0.46,57,1,0,4,192.27
94,9.2,14.9,0.433,116,2,1,0,195.18
63,10.2,77.9,0.279,76,4,1,1,254.62
54,9.6,0.6,0.404,93,0,0,5,89.33
73,7.6,15.3,0.265,165,1,1,6,75.91
97,8.3,2.5,0.201,80,1,0,7,68.4
67,8.2,5.7,0.367,91,6,1,1,13.36
72,11.6,4.2,0.346,126,0,0,1,48.95
98,6.3,24.4,0.242,179,3,1,6,86.53
101,10.7,1.5,0.215,193,3,0,7,59.23
90,8.7,4.4,0.419,93,2,0,7,110.91
86,10.4,16.9,0.363,139,6,1,7,100.43
95,7.8,16.6,0.302,70,3,0,7,108.04
74,6.6,9.4,0.665,61,4,1,6,89.98
90,10.8,20.1,0.277,41,2,0,3,138.17
68,6.6,1.1,0.052,53,0,1,7,16.1
104,10.9,0.1,0.394,23,0,1,2,102.81
96,9.2,1.3,0.061,250,0,1,3,156.06
90,10.1,20.5,0.331,162,3,1,1,170.93
75,7.6,8.2,0.158,85,5,1,3,44.1
90,10.1,5.8,0.243,28,2,1,4,0.0
80,11.4,3.2,0.339,174,4,0,3,48.89
72,7.1,1.7,0.217,85,5,0,5,70.01
89,10.9,10.4,0.377,31,5,1,5,161.22
51,9.5,12.3,0.125,306,0,1,7,94.65
93,7.3,0.6,0.193,47,1,1,6,83.97
65,11.0,0.9,0.3,92,1,0,6,78.03
91,7.3,15.6,0.444,186,6,1,3,189.9
58,11.3,6.9,0.063,11,4,1,3,0.0
74,8.1,4.6,0.147,20,5,1,4,0.0
87,10.2,7.9,0.436,47,4,1,2,108.77
93,10.4,2.6,0.047,240,4,1,6,91.82
70,9.0,0.3,0.161,243,4,1,2,71.86
66,11.0,5.1,0.371,218,1,0,2,149.14
95,8.2,4.7,0.393,37,4,1,4,83.34
109,11.1,6.2,0.297,57,6,0,6,164.45
66,9.4,8.4,0.304,121,1,0,0,73.04
50,6.3,19.3,0.42,35,2,0,6,38.35
103,8.7,28.3,0.299,103,2,0,5,186.5
78,10.9,2.3,0.469,89,1,0,7,133.9
66,7.6,6.1,0.152,48,6,1,6,33.02
81,10.3,0.3,0.261,62,6,0,2,55.57
109,8.7,12.5,0.524,47,6,0,6,130.36
90,7.9,5.1,0.227,149,3,1,2,39.74
92,11.3,6.8,0.152,298,3,0,6,170.81
82,8.9,0.8,0.172,126,6,1,1,19.09
87,10.5,22.2,0.199,239,6,0,0,123.37
105,8.8,15.8,0.075,143,0,1,6,110.43
66,7.8,2.1,0.116,634,1,0,2,73.84
91,11.5,0.1,0.333,121,2,0,6,100.25
79,6.8,1.5,0.187,8,6,1,5,63.17
79,9.5,8.1,0.211,47,4,0,0,64.32
63,7.2,20.1,0.365,64,3,0,4,42.52
86,6.7,15.3,0.125,28,6,0,1,51.36
89,6.6,12.2,0.506,121,2,0,2,54.92
77,10.6,19.2,0.713,166,4,0,3,107.41
102,7.6,8.6,0.521,120,0,1,4,83.41
81,9.4,13.1,0.246,34,5,0,7,137.36
50,9.0,21.6,0.21,52,1,0,1,44.44
88,11.2,9.7,0.068,152,3,0,5,173.8
63,10.6,11.2,0.354,177,4,1,2,134.04
101,10.2,11.7,0.395,384,4,1,7,312.55
108,11.4,31.8,0.238,105,5,1,4,94.15
95,9.5,7.3,0.249,205,5,0,2,154.49
80,10.9,1.1,0.41,26,4,0,3,69.34
89,11.1,24.6,0.308,59,0,0,5,209.45
69,10.8,0.7,0.122,14,0,1,4,12.25
89,8.3,0.6,0.505,35,5,1,3,83.22
68,10.8,2.6,0.264,65,0,1,5,53.43
108,9.1,0.9,0.161,143,2,0,7,76.4
65,8.1,8.9,0.122,53,6,0,6,72.51
55,7.2,25.1,0.266,9,3,1,0,67.97
78,10.2,3.4,0.2,229,4,1,2,80.15
89,7.8,0.6,0.235,107,2,0,3,16.27
115,7.6,3.5,0.487,29,6,0,0,81.17
69,9.6,4.1,0.204,28,6,1,0,6.58
81,7.5,24.1,0.312,60,3,0,6,78.33
80,7.9,12.9,0.207,137,3,0,2,107.21
64,10.2,1.9,0.221,245,0,1,4,88.03
65,10.0,4.1,0.187,48,5,0,3,100.51
52,11.6,11.9,0.062,36,1,0,7,29.35
103,10.8,0.7,0.145,40,6,0,1,48.41
68,8.1,13.6,0.321,50,6,1,0,72.29
50,8.8,24.9,0.181,205,4,0,1,78.01
74,9.4,24.2,0.74,34,6,0,3,125.33
98,8.4,0.7,0.462,76,1,1,6,77.2
88,11.9,19.8,0.199,11,0,0,3,165.48
88,6.2,8.4,0.114,60,2,1,7,49.01
104,9.9,8.3,0.435,471,5,0,5,257.75
96,9.7,10.4,0.269,56,1,0,1,166.49
50,11.6,6.3,0.363,58,1,0,1,109.64
73,11.4,15.0,0.386,20,6,1,3,149.43
87,11.5,4.7,0.381,43,4,0,6,217.13
83,11.9,16.5,0.24,157,4,1,3,186.11
88,8.0,31.3,0.319,63,4,0,7,120.26
120,8.9,1.6,0.134,23,2,0,4,15.89
65,7.1,7.1,0.179,39,6,1,1,44.74
50,10.9,0.2,0.179,82,4,0,5,15.73
50,9.4,7.0,0.396,172,1,1,0,93.68
94,10.1,6.9,0.208,27,1,1,5,0.0
78,6.4,15.6,0.307,320,3,0,6,83.43
58,6.4,5.3,0.665,54,1,0,7,72.44
76,6.4,26.1,0.528,108,1,1,7,113.02
73,10.3,6.1,0.238,49,6,0,7,8.96
75,8.2,9.7,0.383,134,1,0,4,95.76
51,10.5,3.6,0.11,46,5,0,5,49.56
89,9.1,2.0,0.332,43,3,0,7,0.85
91,7.2,12.9,0.084,7,6,0,1,85.95
82,6.7,6.6,0.437,38,0,0,4,46.37
79,11.6,11.5,0.412,318,6,0,4,175.76
83,9.9,11.3,0.206,28,0,0,7,21.87
81,9.6,8.1,0.219,19,4,1,6,63.66
53,9.7,4.3,0.095,49,4,0,2,120.85
67,8.2,2.6,0.213,152,3,0,1,41.26
83,6.6,2.4,0.477,61,6,1,6,67.39
69,11.3,9.2,0.15,74,5,1,6,32.21
93,11.5,4.2,0.213,94,2,0,6,25.12
60,8.8,9.8,0.33,139,3,0,5,76.28
115,8.5,19.1,0.053,44,6,1,3,64.51
111,7.3,8.3,0.209,71,0,1,5,83.95
76,6.1,7.6,0.441,49,2,1,1,41.58
58,10.2,36.0,0.148,61,3,0,1,108.86
72,9.0,5.7,0.28,22,1,0,1,0.0
98,11.7,0.4,0.12,50,6,0,3,0.0
75,6.3,25.6,0.576,91,4,1,1,134.94
86,8.0,3.1,0.063,46,5,1,2,11.87
81,11.9,10.9,0.303,32,5,0,3,68.1
89,9.7,33.3,0.582,13,6,0,6,183.48
88,8.1,16.4,0.281,100,5,1,0,105.77
76,7.2,21.5,0.434,69,6,0,2,87.46
102,6.4,6.6,0.175,53,6,0,7,9.32
88,11.5,7.4,0.227,94,4,0,6,122.58
98,8.4,0.7,0.309,105,5,0,1,60.75
76,11.7,13.3,0.263,181,2,0,7,52.31
78,8.1,16.4,0.13,27,1,0,2,55.28
120,11.7,9.1,0.379,46,5,0,4,106.11
79,10.9,23.0,0.107,168,6,1,7,100.78
99,8.0,1.4,0.18,13,4,0,5,0.61
58,8.6,1.1,0.491,187,4,1,7,99.39
85,11.7,1.7,0.232,35,2,0,3,58.21
74,10.5,23.8,0.078,16,3,0,0,72.74
103,10.8,2.5,0.334,56,3,1,0,103.53
70,9.8,0.9,0.206,51,2,1,5,20.99
74,6.4,18.9,0.337,129,4,1,6,54.85
89,11.2,14.4,0.349,60,4,1,1,129.76
64,10.7,2.1,0.46,41,0,1,5,31.02
82,9.4,17.3,0.162,36,5,1,5,98.05
71,10.2,4.2,0.094,86,3,0,6,55.22
82,7.4,0.4,0.501,78,2,0,0,34.87
79,11.6,0.4,0.169,78,3,0,2,0.0
108,7.3,1.5,0.379,45,4,1,0,51.98
87,10.0,20.5,0.3,132,2,1,6,215.13
60,8.9,6.1,0.384,49,1,1,2,58.3
66,9.3,5.7,0.171,133,3,1,4,69.06
73,7.2,18.9,0.177,249,6,1,5,26.32
70,7.1,12.5,0.235,98,4,0,0,35.72
101,8.0,25.7,0.35,37,4,1,2,150.97
72,6.2,0.3,0.075,105,2,1,4,47.77
79,6.7,2.2,0.005,51,2,0,3,48.2
89,8.2,23.1,0.506,64,1,1,1,162.68
122,9.6,38.8,0.193,24,5,0,6,314.28
78,8.1,4.2,0.177,90,4,1,3,108.23
105,6.4,0.4,0.17,57,4,1,1,29.96
74,10.8,0.1,0.253,92,4,0,0,88.74
95,6.9,0.4,0.159,15,4,0,4,0.0
67,6.3,12.9,0.057,55,6,0,3,64.44
92,8.1,3.5,0.318,10,3,0,1,92.25
74,8.8,5.6,0.293,78,5,0,6,87.98
94,11.4,5.6,0.241,149,0,1,6,113.01
92,7.5,3.4,0.209,85,1,0,6,88.9
89,9.5,2.4,0.404,41,4,1,4,127.71
86,7.7,8.9,0.12,178,0,0,2,36.63
73,6.7,0.9,0.092,85,6,0,6,26.05
91,9.8,7.3,0.764,23,3,1,7,184.88
56,10.5,6.5,0.313,75,3,0,4,53.16
118,9.3,4.1,0.281,39,6,0,4,157.34
90,8.0,1.0,0.437,9,2,0,2,137.64
88,11.9,12.8,0.247,39,2,1,7,176.33
87,6.2,11.1,0.717,104,3,1,7,88.97
69,9.3,16.3,0.151,37,5,1,1,65.79
71,10.0,9.1,0.498,21,4,0,0,80.2
84,8.5,8.6,0.294,39,0,0,5,57.98
73,6.8,3.4,0.485,41,6,0,7,48.58
62,7.1,6.1,0.364,34,6,0,6,70.08
79,11.7,9.2,0.101,88,2,1,6,27.24
85,11.4,0.9,0.401,30,2,1,2,54.15
80,7.1,14.6,0.185,126,0,0,4,74.57
96,6.4,32.1,0.279,58,6,1,6,173.64
82,7.0,41.9,0.249,51,3,0,2,169.96
104,11.3,20.1,0.35,11,3,0,5,203.82
115,6.6,19.9,0.154,33,1,1,0,53.54
78,7.0,2.2,0.335,155,0,0,2,73.57
63,10.2,4.8,0.557,68,5,1,2,128.2
63,10.9,17.2,0.495,32,4,1,7,163.58
79,9.3,0.5,0.162,319,2,0,0,134.72
92,7.2,1.0,0.217,82,6,0,4,92.82
75,10.8,12.2,0.5,252,6,0,5,205.48
80,8.2,6.8,0.347,97,0,1,3,95.64
72,10.0,13.8,0.312,84,4,1,1,122.63
75,7.5,3.6,0.097,101,3,0,3,76.01
82,9.3,1.0,0.127,42,1,0,5,56.47
95,8.0,21.2,0.421,106,6,0,5,116.9
94,7.4,18.3,0.17,46,3,1,2,107.79
50,10.4,7.5,0.573,23,3,1,3,47.65
90,11.2,25.5,0.091,72,6,0,4,134.59
90,11.2,3.0,0.51,26,0,0,0,64.4
79,8.6,5.5,0.304,16,3,0,0,96.7
75,11.5,3.3,0.376,135,5,1,3,124.84
89,9.1,1.1,0.202,123,5,0,3,98.78
82,8.1,12.7,0.318,207,2,0,4,128.86
77,10.6,10.7,0.328,36,6,0,7,78.84
