gps_deviation_km,location_consistency,claim_frequency_30d,account_age_months,multiple_claims_per_day,orders_during_disruption,avg_payout_inr,trust_score,zone_risk_tier,is_fraud
0.335,0.702,3,20.3,0,1,167,54.4,3,0
0.571,0.792,3,9.2,0,1,418,85.3,1,0
0.381,0.929,5,21.2,0,2,415,79.5,1,0
0.303,0.674,5,5.6,1,0,337,54.1,1,0
0.697,0.842,2,13.0,1,1,301,95.3,3,0
1.083,0.813,2,16.5,0,2,397,69.4,1,0
0.059,0.757,5,36.1,1,3,493,63.2,2,0
0.662,0.794,1,8.7,0,2,435,80.1,1,0
0.025,0.653,3,0.5,1,3,439,83.7,1,0
0.095,0.799,2,2.6,0,1,284,77.1,1,0
0.235,0.908,2,20.2,0,1,352,82.2,1,0
0.029,0.871,4,3.0,0,0,373,58.3,2,0
0.072,0.702,1,8.7,0,1,219,37.0,2,0
0.758,0.735,0,14.0,0,0,388,58.6,2,0
0.187,0.95,1,4.1,0,1,301,79.0,1,0
0.203,0.945,1,3.8,0,2,445,84.3,1,0
1.207,0.506,4,22.5,0,0,220,91.8,2,0
0.983,0.794,1,31.0,1,3,342,93.2,3,0
0.493,0.716,2,27.2,0,1,356,83.3,1,0
0.465,0.893,4,31.1,0,1,441,65.1,2,0
0.029,0.724,1,1.6,0,1,206,72.4,3,0
0.373,0.813,1,20.3,0,0,233,49.3,1,0
0.066,0.762,4,0.5,0,0,239,54.2,1,0
0.141,0.705,7,9.3,0,0,361,79.1,3,0
0.57,0.667,3,7.6,0,2,411,88.8,2,0
0.004,0.777,2,20.2,0,1,353,89.5,3,0
0.064,0.743,0,19.7,0,0,241,78.2,3,0
0.099,0.763,2,17.1,0,1,285,92.1,3,0
0.229,0.895,3,46.0,0,1,162,95.9,1,0
0.172,0.869,1,1.3,0,1,509,61.4,2,0
0.357,0.816,1,7.1,1,0,264,67.7,1,0
0.968,0.689,0,20.4,0,0,386,78.6,3,0
0.129,0.917,4,6.9,0,0,389,82.7,2,0
0.393,0.902,0,1.8,0,1,408,89.2,1,0
0.228,0.648,2,8.8,2,1,294,56.0,1,0
1.596,0.646,2,13.3,0,1,472,70.0,2,0
1.049,0.895,2,3.6,2,0,500,53.2,3,0
0.332,0.745,3,3.0,0,0,237,55.6,2,0
0.486,0.648,3,15.6,0,2,379,58.5,2,0
0.134,0.668,3,9.9,2,1,172,75.8,2,0
0.33,0.658,3,4.9,0,0,346,71.3,2,0
0.758,0.669,1,20.2,0,0,480,83.2,2,0
0.078,0.704,3,22.2,1,3,272,65.1,2,0
0.194,0.623,1,25.2,0,1,352,65.7,1,0
1.325,0.649,1,2.2,1,2,215,67.5,3,0
0.064,0.69,3,33.3,0,0,314,63.1,2,0
0.205,0.832,3,40.4,1,0,349,50.3,3,0
0.084,0.518,1,25.3,0,2,450,87.7,3,0
0.094,0.803,2,3.9,1,1,245,80.6,1,0
0.29,0.784,1,32.8,0,1,215,55.5,2,0
0.334,0.773,2,8.5,0,0,209,72.7,1,0
0.504,0.806,1,3.5,0,2,203,64.6,1,0
2.369,0.83,2,12.2,1,0,486,92.6,3,0
1.607,0.663,4,9.4,0,1,460,76.5,2,0
0.686,0.632,2,8.3,0,1,318,91.2,3,0
1.248,0.917,2,6.2,0,0,463,73.5,1,0
1.596,0.987,2,18.8,2,1,381,59.5,2,0
0.004,0.824,5,0.8,0,2,513,78.8,2,0
0.555,0.607,2,4.7,0,1,521,76.4,2,0
0.161,0.939,2,28.1,0,0,431,84.6,2,0
0.087,0.809,3,10.4,0,1,371,84.8,2,0
0.01,0.954,2,5.8,2,0,516,52.2,3,0
0.493,0.762,4,23.9,0,2,399,59.6,2,0
0.622,0.807,0,18.7,1,1,274,39.3,3,0
0.425,0.939,2,6.2,0,1,266,76.4,1,0
0.374,0.876,2,49.1,0,1,329,80.0,1,0
0.402,0.912,2,1.4,0,3,333,69.6,1,0
0.416,0.827,2,12.0,0,0,241,76.4,1,0
0.108,0.843,0,16.4,1,2,287,69.6,2,0
0.833,0.927,2,21.7,1,0,254,80.0,3,0
0.589,0.651,3,6.7,0,0,412,65.4,2,0
0.097,0.718,1,60.0,0,1,537,79.5,2,0
0.33,0.485,2,19.5,0,0,294,78.4,2,0
0.286,0.726,0,6.5,0,1,311,73.8,2,0
0.161,0.872,1,25.9,0,4,133,62.3,3,0
0.496,0.659,3,0.9,0,0,354,85.3,3,0
1.042,0.704,2,27.5,0,2,240,86.1,1,0
0.52,0.858,1,45.6,1,1,252,61.1,3,0
0.178,0.902,3,3.9,0,3,240,92.5,3,0
0.03,0.856,2,37.0,1,1,589,84.3,2,0
0.043,0.76,6,4.8,0,1,168,83.0,2,0
0.221,0.862,3,57.8,0,0,526,67.2,1,0
0.46,0.976,3,6.3,0,1,386,57.0,3,0
1.39,0.813,3,46.1,0,0,484,82.5,2,0
0.305,0.892,2,42.2,1,1,345,69.7,1,0
0.69,0.976,4,3.0,0,2,288,97.6,3,0
0.004,0.982,2,2.3,0,2,461,75.3,3,0
0.489,0.903,4,55.8,0,1,222,90.9,2,0
0.151,0.868,1,23.7,0,0,453,83.1,1,0
1.123,0.943,0,51.1,0,3,359,63.0,1,0
0.315,0.887,1,36.4,0,0,408,83.3,1,0
0.643,0.7,2,20.0,0,1,556,72.0,2,0
0.348,0.711,2,12.3,0,1,452,79.3,1,0
0.292,0.906,0,15.8,0,1,453,71.0,1,0
0.007,0.835,4,8.7,0,2,399,71.6,2,0
0.504,0.673,3,2.4,0,1,485,59.5,2,0
0.077,0.942,2,10.4,0,1,432,71.9,2,0
0.784,0.975,2,8.7,0,0,253,79.0,3,0
0.528,0.658,1,41.8,1,0,348,67.9,2,0
0.697,0.988,3,23.3,0,0,252,76.3,3,0
0.975,0.593,0,21.4,0,1,381,64.1,1,0
0.408,0.965,3,4.3,0,1,387,62.6,2,0
0.211,0.683,1,10.6,0,3,352,73.3,3,0
0.234,0.764,2,10.7,1,1,419,71.4,2,0
0.111,0.768,2,23.8,0,1,321,84.2,1,0
0.042,0.441,1,5.9,1,1,379,95.7,2,0
0.98,0.727,3,5.9,0,0,367,49.4,2,0
0.307,0.614,2,19.7,0,2,330,58.7,3,0
0.124,0.958,1,14.1,0,0,296,41.1,1,0
0.625,0.825,2,7.7,1,1,384,79.7,3,0
0.471,0.899,1,17.0,1,2,250,89.5,1,0
0.14,0.878,2,23.5,0,0,188,77.8,1,0
0.08,0.83,4,37.4,0,0,143,98.1,3,0
0.71,0.823,2,4.9,1,0,260,57.7,1,0
0.102,0.976,2,13.4,0,0,455,76.2,3,0
0.632,0.879,1,20.9,0,2,273,85.4,3,0
0.018,0.771,2,14.2,0,1,531,74.6,1,0
0.202,0.914,0,2.7,1,2,277,97.6,1,0
0.23,0.82,2,3.6,0,0,199,81.9,3,0
0.288,0.809,1,2.0,1,1,190,71.2,2,0
0.383,0.819,2,9.8,0,1,439,49.3,2,0
0.082,0.699,0,11.6,0,0,377,56.0,2,0
0.358,0.749,1,3.8,0,2,442,78.3,1,0
0.582,0.812,4,2.7,0,0,177,60.0,2,0
0.743,0.846,3,6.7,0,1,229,47.6,2,0
0.216,0.802,1,0.7,0,5,484,62.3,2,0
0.327,0.838,0,60.0,1,1,448,68.6,2,0
0.927,0.758,1,57.1,0,2,280,76.0,2,0
1.222,0.809,0,6.6,0,3,310,83.1,3,0
0.276,0.74,3,28.6,2,0,457,83.3,1,0
0.046,0.757,4,25.3,1,0,406,74.3,1,0
0.233,0.902,2,13.0,1,3,320,49.9,1,0
2.157,0.751,3,8.3,0,1,325,85.7,3,0
0.737,0.768,0,14.1,0,0,336,71.4,2,0
0.795,0.859,4,40.4,1,0,314,79.1,3,0
1.158,0.41,2,29.9,0,1,548,52.5,1,0
0.001,0.824,3,9.6,1,0,254,67.0,2,0
0.163,0.719,2,27.2,1,1,383,80.9,2,0
0.433,0.734,0,28.6,0,1,307,81.4,1,0
0.1,0.856,3,6.9,0,0,476,76.0,1,0
0.131,0.761,5,42.0,0,2,299,64.2,1,0
1.446,0.86,3,4.1,1,0,322,62.2,3,0
2.357,0.932,3,29.9,0,0,263,89.6,2,0
0.899,0.932,3,17.0,0,1,284,90.5,1,0
1.674,0.955,4,13.4,0,1,401,81.4,1,0
0.574,0.842,1,21.9,0,1,376,95.6,1,0
0.022,0.941,2,31.5,1,2,466,61.5,3,0
0.273,0.669,1,16.0,0,2,264,83.7,2,0
0.742,0.654,1,7.7,0,0,487,66.0,1,0
1.428,0.952,4,0.5,1,2,412,63.2,2,0
0.812,0.865,2,5.2,1,0,324,89.8,3,0
0.96,0.814,2,7.6,0,1,346,62.4,2,0
0.46,0.784,1,8.8,0,0,41,87.3,3,0
0.399,0.98,5,0.8,0,2,314,82.2,2,0
0.102,0.868,3,6.1,1,2,460,92.5,1,0
0.127,0.653,5,13.4,0,0,401,73.8,2,0
0.542,0.881,2,20.9,1,0,323,92.9,1,0
0.442,0.858,1,36.8,1,0,376,70.3,2,0
0.886,0.922,2,17.9,0,2,361,88.2,2,0
0.538,0.752,1,60.0,2,2,364,82.6,2,0
0.559,0.891,0,30.2,0,0,417,88.7,3,0
0.048,0.859,0,11.5,1,1,414,70.1,1,0
0.626,0.741,1,20.1,1,2,314,80.9,3,0
2.877,0.854,3,25.6,0,3,332,64.1,2,0
0.189,0.737,2,38.9,1,0,334,73.0,2,0
0.278,0.887,3,5.9,0,1,409,54.1,1,0
0.368,0.741,3,60.0,0,0,275,64.0,2,0
0.307,0.863,1,8.0,1,4,328,89.8,1,0
0.063,0.667,2,44.9,0,0,372,83.5,2,0
0.427,0.939,3,36.2,2,1,331,98.1,3,0
0.354,0.856,3,13.9,0,0,341,96.7,3,0
0.438,0.828,3,2.3,0,1,412,61.2,1,0
0.381,0.728,3,60.0,0,2,529,88.2,2,0
0.065,0.753,4,25.8,1,3,256,85.9,1,0
0.237,0.902,1,5.7,1,2,287,51.9,2,0
0.836,0.621,6,27.8,1,0,181,84.1,1,0
1.818,0.815,1,3.3,1,0,366,64.4,2,0
2.392,0.886,0,37.7,0,3,526,78.1,2,1
0.709,0.749,1,9.1,0,2,183,84.6,2,0
0.266,0.854,2,52.5,1,1,434,69.2,1,0
0.016,0.969,2,9.3,0,2,301,81.8,3,0
0.346,0.809,0,2.8,0,1,215,72.8,1,0
0.157,0.78,3,10.0,1,1,448,91.2,3,0
0.187,0.834,4,1.4,0,0,408,79.8,3,0
0.359,0.91,1,18.3,0,1,448,93.0,1,0
0.128,0.894,0,5.1,0,1,298,80.8,2,0
0.348,0.699,4,60.0,0,0,151,61.9,2,0
1.174,0.953,1,41.2,0,0,235,78.5,1,0
0.175,0.472,2,54.0,1,1,344,68.7,3,0
0.291,0.931,3,7.1,0,1,288,64.1,1,0
0.163,0.838,2,6.8,0,0,395,75.7,3,0
0.527,0.798,1,27.5,0,1,532,78.7,3,0
0.871,0.594,3,4.1,0,0,228,70.3,3,0
1.626,0.818,3,2.4,1,0,386,88.6,2,0
0.502,0.75,1,8.4,1,0,374,87.5,3,0
0.207,0.727,2,56.7,0,1,134,67.2,1,0
0.145,0.779,2,13.3,0,3,305,71.9,3,0
0.027,0.915,1,25.5,1,1,383,72.2,2,0
0.215,0.654,4,45.4,0,2,259,45.6,1,0
0.81,0.914,5,5.6,1,0,217,55.9,2,0
0.798,0.648,2,15.4,0,0,249,69.2,3,0
0.939,0.609,0,17.9,0,2,344,89.0,3,0
0.257,0.924,0,4.3,0,2,387,89.1,1,0
0.507,0.796,0,7.1,1,2,399,74.8,1,0
0.085,0.736,4,3.9,0,2,415,83.2,3,0
0.48,0.853,1,11.2,0,0,361,80.8,3,0
0.518,0.732,1,19.0,0,1,208,66.2,3,0
0.469,0.765,1,39.5,0,1,308,77.3,2,0
0.204,0.928,1,14.4,0,0,309,80.3,3,0
0.514,0.585,2,7.0,0,1,419,87.8,1,0
0.0,0.797,1,7.8,0,0,368,71.6,2,0
0.282,0.842,3,60.0,0,0,285,87.4,1,0
0.313,0.94,2,60.0,0,1,363,79.2,1,0
0.037,0.809,1,25.3,0,1,420,95.7,1,0
0.033,0.63,3,16.5,0,1,411,79.3,3,0
0.911,0.79,4,18.5,0,1,283,89.7,3,0
0.56,0.918,3,60.0,0,2,255,64.7,3,0
0.504,0.969,5,16.1,1,0,284,59.5,1,0
0.238,0.784,1,28.2,0,0,430,89.3,3,0
0.057,0.643,2,27.5,0,1,216,40.5,1,0
0.247,0.803,6,2.7,0,0,397,81.5,1,0
0.837,0.691,3,25.4,0,2,295,61.2,3,0
0.046,0.715,1,2.2,0,5,352,80.7,2,0
1.058,0.925,2,9.9,1,0,346,53.0,3,0
0.585,0.923,2,0.5,0,0,326,63.8,1,0
0.156,0.807,0,32.6,1,1,234,54.9,1,0
0.74,0.787,5,0.8,1,0,350,85.8,3,0
0.597,0.617,3,18.3,1,1,368,70.5,3,0
1.39,0.837,2,30.8,0,1,217,58.0,2,0
0.209,0.946,1,14.5,0,0,264,69.8,2,0
0.183,0.88,2,4.5,0,1,121,68.1,1,0
0.118,0.956,2,25.0,0,0,314,59.5,3,0
0.915,0.864,2,1.7,0,2,274,75.7,3,0
0.789,0.845,4,21.5,0,0,493,86.8,3,0
0.042,0.805,3,0.5,0,1,403,50.3,1,0
3.191,0.651,2,16.9,0,0,231,72.7,2,0
0.154,0.802,1,38.6,0,1,439,91.6,2,0
0.863,0.882,4,2.0,0,1,339,83.4,2,0
0.514,0.881,2,1.4,0,0,166,50.2,3,0
1.074,0.559,2,22.8,0,1,240,72.5,1,0
0.424,0.877,4,2.5,0,1,295,75.9,2,0
0.797,0.95,3,4.5,0,0,320,88.7,2,0
0.43,0.926,0,12.6,0,1,466,74.5,2,0
0.701,0.725,2,18.4,0,2,390,89.2,2,0
0.592,0.824,0,60.0,0,1,236,79.0,3,0
0.025,0.811,0,6.5,1,0,307,53.7,3,0
0.25,0.637,2,27.1,0,1,251,79.5,2,0
0.065,0.891,2,5.6,0,0,284,73.1,3,0
0.678,0.768,1,29.5,1,1,413,93.3,1,0
0.423,0.914,6,6.1,1,1,495,79.4,1,0
0.741,0.667,3,32.6,0,0,384,52.9,2,0
0.302,0.566,2,2.8,1,0,429,81.7,3,0
1.431,0.82,5,11.3,0,0,356,83.0,2,0
0.281,0.9,2,9.5,1,2,465,71.9,1,0
0.361,0.858,3,45.4,0,2,358,91.4,3,0
0.29,0.659,3,38.2,0,1,190,63.8,2,0
0.374,0.905,2,8.4,1,1,197,72.3,2,0
0.396,0.642,4,1.3,0,1,363,72.9,3,0
0.038,0.554,2,7.3,0,2,345,73.0,1,0
0.622,0.856,4,5.6,0,1,276,72.0,3,0
0.414,0.777,2,13.3,0,1,479,98.7,1,0
1.443,0.586,4,40.8,1,0,384,77.7,3,0
0.309,0.935,1,4.3,0,1,419,87.6,2,0
0.03,0.677,2,2.2,2,0,395,69.6,2,0
1.104,0.752,1,3.8,0,2,194,95.5,1,0
0.643,0.616,3,60.0,0,1,438,89.3,1,0
0.209,0.953,2,30.5,0,1,447,72.4,1,0
0.032,0.723,2,60.0,0,2,325,70.0,3,0
0.271,0.79,0,3.7,1,0,429,74.6,2,0
0.686,0.884,1,18.2,1,0,134,49.6,1,0
1.326,0.809,1,8.8,1,1,348,83.1,2,0
0.477,0.84,5,5.5,0,0,211,84.7,1,0
0.405,0.905,1,12.7,1,2,531,80.3,1,0
0.252,0.955,3,53.5,0,0,288,90.9,3,0
0.322,0.807,1,54.6,0,1,303,89.8,2,0
0.46,0.538,1,29.9,0,2,395,96.7,3,0
0.547,0.917,2,7.3,0,0,360,87.2,3,0
0.508,0.906,4,9.7,0,1,285,73.5,2,0
1.243,0.803,3,7.2,0,3,374,85.8,3,0
0.179,0.749,3,3.6,0,1,200,63.6,3,0
0.758,0.892,4,34.8,0,1,403,92.6,3,0
0.044,0.85,1,15.2,0,1,410,64.4,2,0
0.05,0.662,0,8.7,0,1,497,93.5,1,0
0.009,0.787,0,59.9,0,2,215,74.8,2,0
0.016,0.843,4,1.5,1,1,258,70.7,3,0
0.165,0.592,3,24.2,0,0,429,88.8,2,0
1.955,0.751,3,3.0,0,0,290,80.0,1,0
0.153,0.737,3,0.5,1,3,577,68.8,2,0
0.842,0.777,0,15.2,0,1,285,96.3,2,0
0.306,0.932,1,0.5,0,2,356,82.7,2,0
0.535,0.874,0,45.4,0,0,280,72.8,3,0
0.505,0.811,1,25.6,0,0,461,82.3,3,0
0.143,0.753,2,0.5,0,2,322,72.7,3,0
0.477,0.757,0,5.8,1,0,205,68.9,3,0
1.103,0.678,4,1.1,0,0,524,53.2,3,0
0.093,0.732,3,34.2,1,1,358,65.9,1,0
0.173,0.959,2,10.4,1,1,313,65.2,2,0
0.33,0.834,1,60.0,1,2,183,84.0,2,0
0.589,0.661,4,17.7,0,2,334,91.3,3,0
0.197,0.847,1,39.3,1,1,245,84.6,2,0
0.186,0.747,1,60.0,0,1,411,75.1,1,0
0.769,0.912,2,11.4,2,1,378,71.1,3,0
0.961,0.714,3,20.6,0,0,242,81.1,3,0
0.215,0.855,3,22.0,0,0,408,64.5,2,0
0.126,0.983,2,3.8,1,0,242,74.4,2,0
0.849,0.679,1,1.2,0,0,369,63.9,1,0
0.558,0.958,2,1.8,1,1,298,36.7,3,0
0.262,0.843,4,10.8,0,1,339,83.3,1,0
1.244,0.812,0,10.7,0,1,249,82.1,1,0
1.319,0.769,2,15.9,0,0,543,83.3,3,0
0.672,0.722,1,27.1,0,0,385,86.5,2,0
1.373,0.932,2,3.8,3,0,194,85.9,3,0
0.218,0.573,5,9.7,2,1,228,78.8,2,0
0.857,0.848,0,6.9,0,3,419,83.2,1,0
0.407,0.749,3,29.0,0,1,308,73.1,2,0
0.078,0.943,2,25.7,1,3,600,88.7,3,0
0.307,0.973,1,18.6,0,0,313,44.2,2,0
0.01,0.87,4,3.6,1,1,306,98.4,1,0
0.757,0.748,1,60.0,0,1,283,89.1,3,0
0.473,0.977,2,1.6,0,1,296,75.4,3,0
0.037,0.91,5,37.2,0,1,277,80.4,1,0
0.362,0.941,1,10.4,0,1,264,79.8,1,0
0.081,0.885,0,12.0,0,0,272,83.4,3,0
0.335,0.787,0,13.4,0,0,346,73.7,2,0
1.863,0.824,1,24.2,1,3,227,82.7,3,0
0.289,0.94,1,10.2,0,0,355,73.3,1,0
0.101,0.901,1,1.9,0,3,390,83.9,3,0
0.031,0.924,1,7.5,0,1,240,55.8,1,0
0.023,0.543,3,8.6,0,1,340,90.3,3,0
0.072,0.831,6,60.0,0,0,416,77.2,3,0
0.043,0.63,0,32.1,0,0,425,48.0,3,0
0.003,0.678,1,10.4,1,0,423,76.4,3,0
0.202,0.814,3,29.1,0,0,501,88.1,2,0
0.185,0.79,1,5.7,0,0,302,63.7,3,0
0.949,0.791,3,27.5,0,2,297,88.9,2,0
0.058,0.827,1,11.4,0,0,329,85.5,2,0
0.641,0.588,1,27.7,0,2,296,60.7,2,0
0.922,0.729,1,4.2,1,2,288,76.7,1,0
0.094,0.942,4,14.2,0,2,246,68.1,2,0
0.055,0.997,2,9.5,1,0,340,87.5,1,0
0.083,0.697,3,18.0,0,2,277,96.4,3,0
0.011,0.808,1,6.5,0,0,447,69.9,2,0
0.126,0.856,0,11.9,0,2,13,53.8,1,0
0.292,0.917,2,26.0,0,0,325,57.8,2,0
0.001,0.845,2,12.0,0,1,260,55.0,1,0
0.654,0.796,1,7.8,1,1,196,94.5,3,0
0.003,0.819,1,1.2,0,0,457,70.3,3,0
0.613,0.804,0,17.9,0,1,304,79.3,1,0
0.248,0.665,3,13.6,0,2,302,54.0,2,0
0.098,0.805,0,31.0,0,1,296,52.3,1,0
0.749,0.893,2,8.8,0,2,536,48.9,1,0
0.703,0.65,4,10.6,2,0,329,59.2,2,0
0.174,0.743,2,26.0,0,0,456,90.9,2,0
0.322,0.918,4,3.0,0,3,165,81.7,3,0
0.504,0.548,0,40.7,0,3,317,78.0,3,0
0.343,0.955,2,9.7,0,1,469,87.8,3,0
0.293,0.682,1,13.6,0,0,303,93.8,1,0
0.186,0.437,3,60.0,0,2,350,71.5,1,0
0.772,0.759,3,1.2,0,2,87,68.8,3,0
0.099,0.654,0,50.0,0,1,148,41.7,1,0
0.524,0.597,3,24.3,0,0,364,37.0,2,0
0.276,0.743,2,0.5,0,4,278,85.6,2,0
0.934,0.255,3,45.6,0,0,377,96.6,1,0
0.924,0.916,2,17.6,0,3,297,82.0,1,0
0.586,0.77,0,40.1,0,1,283,86.7,2,0
0.771,0.812,4,29.1,0,1,310,43.7,2,0
0.536,0.868,2,11.2,0,0,392,58.7,3,0
0.029,0.774,1,39.5,0,2,379,84.2,2,0
0.432,0.771,5,22.2,0,1,260,94.3,2,0
0.223,0.789,3,19.8,0,2,288,82.8,2,0
0.344,0.816,1,13.7,1,0,464,56.0,1,0
0.023,0.735,7,9.5,1,1,415,81.8,3,0
0.933,0.719,2,5.2,0,2,402,57.3,2,0
1.212,0.483,1,1.8,0,2,326,91.7,1,0
0.957,0.728,0,4.5,0,1,464,70.2,1,0
0.441,0.905,3,8.9,0,1,352,84.8,3,0
0.872,0.863,1,20.1,0,0,472,56.0,1,0
0.336,0.789,3,33.6,0,2,352,68.0,3,0
0.796,0.874,5,8.0,0,1,383,90.0,2,0
0.328,0.763,1,8.1,0,1,386,85.2,1,0
0.995,0.964,2,10.5,0,2,463,89.6,1,0
0.192,0.786,4,5.5,1,2,393,65.6,2,0
1.558,0.777,3,6.5,0,2,312,76.0,1,0
0.024,0.584,4,40.5,1,1,389,77.5,1,0
0.395,0.643,1,28.2,0,0,412,53.7,1,0
0.375,0.717,1,3.0,1,0,413,57.0,3,0
0.496,0.909,1,14.3,0,1,274,52.9,1,0
0.365,0.722,6,48.4,1,0,533,70.8,2,0
0.501,0.894,1,13.4,0,1,214,58.1,2,0
1.406,0.842,6,29.0,1,2,315,62.6,3,0
0.166,0.768,2,29.9,0,0,530,73.2,3,0
0.645,0.751,2,17.8,0,0,366,87.7,2,0
0.422,0.82,6,10.8,0,0,313,83.3,2,0
0.472,0.804,5,20.2,0,1,318,79.9,1,0
0.311,0.964,2,20.4,1,0,155,54.1,2,0
0.235,0.834,2,17.1,0,2,471,45.9,1,0
0.252,0.869,0,29.9,0,1,319,93.1,2,0
0.246,0.419,2,4.7,0,1,595,81.5,3,0
1.155,0.869,3,27.7,1,1,444,85.0,2,0
1.516,0.862,1,4.3,1,2,277,82.5,1,0
0.877,0.837,1,1.3,0,0,367,73.3,3,0
0.083,0.949,3,10.0,1,1,442,85.7,3,0
0.171,0.818,2,4.4,0,0,480,64.6,2,0
0.129,0.809,4,0.5,0,2,437,86.5,3,0
0.694,0.618,3,2.3,0,3,362,67.6,3,0
0.005,0.885,4,10.3,0,2,426,88.5,3,0
0.364,0.894,1,40.1,0,0,435,79.4,1,0
0.544,0.792,3,0.9,1,0,550,89.2,1,0
0.146,0.877,1,8.7,0,2,349,63.6,1,0
0.99,0.895,2,5.9,0,2,337,63.7,1,0
0.072,0.714,2,48.2,0,0,270,89.6,2,0
0.339,0.649,4,34.2,0,1,259,62.6,3,0
0.25,0.929,3,0.5,0,2,322,97.2,2,0
0.321,0.852,1,8.0,0,1,289,38.6,3,0
0.575,0.936,3,2.7,0,2,292,96.4,1,0
0.222,0.611,2,6.8,0,1,406,87.1,2,0
0.459,0.882,1,52.1,0,1,409,60.0,1,0
0.052,0.842,1,15.2,0,0,321,77.0,1,0
0.069,0.938,0,2.6,0,2,479,71.1,3,0
0.043,0.921,0,12.9,0,1,434,77.1,3,0
0.333,0.931,6,1.8,0,0,282,72.1,1,0
1.766,0.863,1,0.5,0,1,357,81.6,3,0
0.07,0.785,2,23.8,2,0,374,92.3,3,0
0.441,0.743,0,0.5,0,0,492,69.2,3,0
0.194,0.918,4,16.8,0,0,502,85.7,2,0
0.64,0.92,3,1.2,0,1,379,82.8,1,0
0.03,0.85,2,38.5,0,0,339,95.4,2,0
0.252,0.7,0,8.1,0,2,330,71.5,1,0
0.163,0.811,3,5.7,0,0,223,64.0,3,0
0.129,0.951,2,30.0,0,1,276,63.0,1,0
0.514,0.698,2,4.5,1,1,430,80.9,2,0
0.477,0.951,4,27.5,0,0,319,59.9,3,0
0.256,0.91,3,3.3,2,0,472,50.1,2,0
0.358,0.908,1,31.7,0,0,472,69.5,3,0
0.165,0.902,1,9.7,1,2,429,73.4,1,0
0.303,0.78,2,15.8,0,1,381,69.0,2,0
0.77,0.374,1,13.5,0,2,417,78.8,3,0
0.173,0.641,2,4.5,1,0,439,95.7,1,0
0.167,0.84,2,5.7,0,2,286,84.0,1,0
0.509,0.812,1,20.7,0,0,333,94.7,1,0
0.865,0.829,4,28.9,0,1,477,86.2,3,0
0.86,0.691,1,9.1,0,1,144,73.1,3,0
0.239,0.523,0,0.8,0,2,373,93.0,1,0
0.04,0.899,2,46.6,2,0,274,93.0,3,0
0.105,0.877,2,1.5,0,0,374,94.0,3,0
0.094,0.785,2,17.5,0,3,370,90.7,2,0
0.082,0.78,1,32.2,0,5,198,80.5,3,0
1.616,0.677,2,3.8,0,0,349,69.4,1,0
0.225,0.637,1,20.3,0,1,169,75.5,1,0
0.435,0.893,5,1.8,0,2,278,24.1,3,0
0.281,0.909,2,16.4,0,0,426,82.7,3,0
1.219,0.538,6,7.9,1,0,261,82.4,1,0
0.677,0.888,3,6.3,1,1,293,77.0,2,0
0.643,0.948,2,18.4,0,1,243,90.8,1,0
0.309,0.947,5,8.3,2,1,290,96.2,1,0
0.686,0.954,1,1.6,1,1,342,84.8,1,0
0.808,0.98,1,26.6,1,2,282,82.9,1,0
2.032,0.867,2,18.5,0,2,246,66.9,1,0
0.075,0.797,1,1.8,0,1,295,89.3,3,0
0.563,0.784,1,24.4,0,1,350,91.8,2,0
0.109,0.804,2,4.1,0,0,378,94.0,2,0
0.502,0.867,5,4.2,0,1,591,65.8,2,0
0.139,0.831,3,7.3,0,2,284,61.7,1,0
0.039,0.859,4,8.9,2,1,489,57.4,1,0
0.72,0.907,3,13.1,0,0,559,78.2,3,0
0.248,0.918,2,0.5,0,1,278,91.3,2,0
0.141,0.807,2,0.5,0,1,464,94.4,1,0
0.762,0.732,1,3.6,0,1,395,44.7,2,0
0.255,0.916,2,30.7,0,1,487,63.0,2,0
0.125,0.488,2,10.6,0,0,355,76.3,3,0
0.495,0.759,0,3.7,0,0,59,97.6,2,0
0.127,0.466,1,1.4,0,0,294,78.9,1,0
1.654,0.653,3,3.0,0,1,378,50.6,3,0
0.357,0.731,0,4.7,1,1,415,81.2,1,0
1.075,0.662,4,43.2,0,0,404,37.1,3,0
0.037,0.737,6,0.5,0,1,304,85.3,1,1
0.273,0.916,5,7.4,0,1,323,69.7,1,0
0.005,0.867,2,2.8,1,1,474,88.6,3,0
0.398,0.889,2,56.1,0,0,280,53.1,1,0
0.211,0.471,4,36.8,0,2,411,79.1,2,0
0.709,0.831,1,36.4,0,0,396,64.8,1,0
0.037,0.671,4,4.4,0,2,442,54.4,1,0
0.3,0.986,6,10.9,0,2,289,73.2,3,0
0.162,0.819,1,9.7,0,0,418,87.3,3,0
0.23,0.883,1,14.2,0,0,399,80.1,2,0
0.58,0.895,1,60.0,0,1,289,89.7,1,0
0.145,0.895,1,1.2,0,0,567,67.9,3,0
0.836,0.846,4,2.2,0,0,313,86.2,3,0
0.131,0.809,1,36.6,0,1,351,73.3,2,0
0.48,0.993,2,48.4,0,2,368,94.6,2,0
0.514,0.908,1,18.7,1,1,283,77.2,1,0
0.185,0.701,4,18.9,0,1,430,56.0,1,0
0.289,0.845,3,19.3,0,1,309,83.8,1,0
0.069,0.832,0,9.2,0,0,481,73.4,3,0
0.27,0.807,5,33.2,0,1,301,67.9,3,0
0.547,0.618,5,41.1,0,1,426,70.4,2,0
0.302,0.802,2,19.7,0,1,538,93.0,1,0
